"text","labels","lang"
"You're doing fine , all right .","5","en"
"You're doing good .","8, 5","en"
"You're doing great .","5","en"
"You're doing just fine , honey .","5","en"
"You're drinking the good stuff .","5","en"
"You're free . You're free from doubt . Free from having to make painful choices .","5","en"
"You're fun drunk .","5","en"
"You're funny .","5","en"
"You're getting the deluxe treatment .","5","en"
"You're going to love International Cafe Society .","5","en"
"You're just the cop I'm looking for .","8, 5","en"
"You're lovely .","5","en"
"You're more than welcome to bring her , or him , along .","5","en"
"You're not all together bad - lookin' .","5","en"
"You're one of the greatest stud players I've seen .","8, 5","en"
"You're perfect .","8, 5","en"
"You're positively an incredible human being .","5","en"
"You're pretty enough to do other things .","5","en"
"You're so beautiful .","5","en"
"You're telling me you are married ? Yeah !","5, 7","en"
"You're the first good thing that's happened to us .","5","en"
"You're the guy !","8, 5, 7","en"
"You're the most beautiful person I ever met .","5","en"
"You're the prettiest woman in the room , sweetheart .","5","en"
"You're the real champ .","8, 5","en"
"You're too nice .","8, 5","en"
"You're very much in love with [PERSON] , aren't you ?","5","en"
"You're welcome .","8, 5","en"
"You're young and strangely sweet .","5","en"
"You've all won first prize .","5","en"
"You've done a helluva job with the man .","8, 5","en"
"You've fallen in love with him ? Did you kiss him ? On the mouth ?","5, 7","en"
"You've got great timing .","5","en"
"You've got that right .","5","en"
"You've got the part , [PERSON] .","5, 7","en"
"You've had good news for the last 12 , years .","5","en"
"You've made me a very happy old man .","8, 5","en"
"Young man , you have a good heart","8, 5","en"
"Your daughter's getting prettier every day , [PERSON] .","5","en"
"Your day is done , old boy .","5","en"
"Your dinner smells good .","5","en"
"Your hair looks nice today .","5","en"
"Your Majesty , being inside of your confidence ... is the greatest joy I've ever known .","5","en"
"Your mama was fine .","5","en"
"Your sins are forgiven , my child .","8, 5","en"
"Your wife was a wonderful woman , Mr. [PERSON] .","5","en"
"Zardoz is pleased .","5","en"
"How far does a girl have to go before you'll notice her ?","6","en"
"How is that any different ?","6, 7","en"
"How sad .","6","en"
"How tragic .","6","en"
"How very unpleasant .","6","en"
"Hundreds and thousands of them died .","6","en"
"I admit nothing .","6, 7","en"
"I ain't got any money .","6","en"
"I ain't got no dad ! And I ain't got no mum !","6","en"
"I always said I'd leave off when the time came .","6","en"
"I always think that he was once somebody's baby boy .","6","en"
"I am afraid to have said some things to [PERSON] what she will not forgive so early .","6","en"
"I am away , sick .","6","en"
"I am defeated .","6","en"
"I am dying , and The Nautilus is dying with me .","6","en"
"I am exhausted .","6","en"
"I am innocent !","8, 6, 7","en"
"I am not powerful enough","6","en"
"I am not your horse .","6, 7","en"
"I am sorry .","6","en"
"I am still jacked up . You wan na talk about a rush ?","6","en"
"I am the lie .","6","en"
"I am the slave sent to the [PERSON] [PERSON] .","6","en"
"I apologise for his appointment .","6","en"
"I asked you to dance three times and you didn't wan na .","6","en"
"I barely know her . I found her like this and I brought her here .","6","en"
"I bear them no malice . I'm sorry for them .","6","en"
"I behaved abominably .","6","en"
"I bet you're starving to death .","6","en"
"I blame me . I'm the one who got her killed .","6","en"
"I broke my glasses .","6","en"
"I broke my heel on my shoe .","6","en"
"I can not understand .","6","en"
"I can say no more .","6","en"
"I can see I made a mistake .","6","en"
"I can still smell her aroma .","6","en"
"I can't afford the wheels .","6","en"
"I can't believe I threw up in front of [PERSON] .","6","en"
"I can't dance tonight .","6","en"
"I can't do any more after that .","6, 7","en"
"I can't do this anymore .","6","en"
"I can't find the right words .","6","en"
"I can't handle basic training again , man .","6","en"
"I can't help myself .","6","en"
"I can't hold the wheel .","6","en"
"I can't keep him . He's getting farther away .","6","en"
"I can't sleep .","6","en"
"I can't stand it anymore .","6","en"
"I can't stand to see him hurt .","6","en"
"I can't start the car .","6, 7","en"
"I can't take any more of it .","6","en"
"I can't understand half of them and I used to be a lawyer .","6","en"
"I can't , and God knows the department can't .","6","en"
"I can not begin to tell you how sorry I am ... That any of this has taken place .","6","en"
"I caught a cold on the plane .","6","en"
"I concluded that this was not an objective study .","6, 7","en"
"I could burn in hell for the lies I told about you .","6","en"
"I could never do anything like that .","6","en"
"I couldn't do anything .","6","en"
"I couldn't get the cook on such short notice , so we're on our own .","6","en"
"I couldn't make the rent . I was too ashamed to go home .","6","en"
"I couldn't sleep .","6","en"
"I decline to answer your question . I decline to answer your question .","6, 7","en"
"I did not want to miss that .","6","en"
"I didn't even have time to wash my hair today .","6","en"
"I didn't get a chance to tell him .","6","en"
"I didn't know anything about this .","6, 7","en"
"I didn't know ... that she was in trouble .","6","en"
"I didn't like it .","6","en"
"I didn't mean anything bad .","6","en"
"I didn't mean it that way .","6","en"
"I didn't mean to hurt you .","6","en"
"I didn't mean to ruin your evening .","6","en"
"I didn't mean to scare you .","6, 7","en"
"I didn't say you could move .","6, 7","en"
"I didn't see him again for five years .","6","en"
"I didn't tell him .","6","en"
"I didn't want him to find me .","6","en"
"I didn't want to hear about the war .","6","en"
"I didn't want you to be hungry .","6","en"
"I died far away from my home","6","en"
"I dig and dig , and the hole gets no bigger .","6","en"
"I disagree .","6, 7","en"
"I do better with women , and they don't eat cigars ...","6","en"
"I don't believe you .","6, 7","en"
"I don't chase the nines .","6, 7","en"
"I don't dance well .","6","en"
"I don't feel like sitting down .","6","en"
"I don't feel so good .","6","en"
"I don't feel so wonderful .","6","en"
"I don't have casual affairs .","6, 7","en"
"I don't have time .","6","en"
"I don't know how to do anything else .","6","en"
"I don't know if I can afford it .","6","en"
"I don't know what I'm going to do .","6","en"
"I don't know . I don't know .","6, 7","en"
"I don't like my boys getting hurt permanently .","6","en"
"I don't like to .","6","en"
"I don't need you falling apart on me .","6","en"
"I don't say that with any kind of blame or accusation , but that is when it started .","6","en"
"I don't see myself in one of those bullshit nine - to - five jobs .","6","en"
"I don't think anything we can do would be of the slightest use .","6","en"
"I don't think even that would do it .","6","en"
"I don't think everybody goes through life thinking about child sex trafficking in the [LOCATION] .","6","en"
"I don't think I should join your campaign , you know .","6","en"
"I don't think I'll be able to join you fellows after all .","6","en"
"I don't think [LOCATION]'s ever coming back , [PERSON] .","6","en"
"I don't think we can get it done by Monday .","6","en"
"I don't think we have anything for you .","6, 7","en"
"I don't trust him .","6, 7","en"
"I don't wan na go back .","6","en"
"I don't wan na go like this .","6","en"
"I don't wan na kill you , Bell .","6","en"
"I don't wan na see you split up .","6","en"
"I don't wan na stay here without you .","6","en"
"I don't want any locked doors between me and him .","6","en"
"I don't want to argue .","6","en"
"I don't want to discourage --","6","en"
"I don't want to fight .","6","en"
"I don't want to go to [LOCATION] .","6","en"
"I don't want to harm you .","6","en"
"I don't want to put you to any trouble .","6","en"
"I don't want to raise him by myself .","6, 7","en"
"I don't want to sound like a Debbie the [PERSON] , but no matter how many times you come up against the Communications Decency Act it's always gonna shut you down .","6","en"
"I doubt a court of inquiry will accept that .","6, 7","en"
"I failed you .","6","en"
"I feel As a tear .","6","en"
"I feel I should be doing something , but I don't know what .","6","en"
"I feel like such a fool .","6","en"
"I feel not much better now .","6","en"
"I feel rather sorry for him , don't you ?","6","en"
"I feel so bad for [PERSON] .","6","en"
"I feel sorry .","6","en"
"I feel useless because I was born without it .","6","en"
"I fell over my feet most of the time .","6","en"
"I felt guilty about always being away from you and Papa .","6","en"
"I forget a lot of things and I. . .","6","en"
"I fucked up .","6","en"
"I gave [PERSON] ... Enough pain .","6","en"
"I get pissed off , my wife gets embarrassed , the kids are confused .","6","en"
"I get so bored I could scream .","6","en"
"I get to live in a place ... it's OK . Don't get me wrong . The air is clean .","6","en"
"I get to never see my parents again or my loved ones .","6","en"
"I get two bucks an hour , plus ten per cent of that goes to a bail fund .","6","en"
"I got a wife and a family I'm not with , [PERSON] ,","6","en"
"I got it , but I don't know .","8, 6","en"
"I got too messed up ' bro .","6","en"
"I got what you gave me but I can't follow the instructions .","6","en"
"I guarantee you that these dreams or nightmares or whatever the hell they are will never bother you again .","6","en"
"I guess everybody had given up hope , including the doctors .","6","en"
"I guess I can't blame you .","6","en"
"I guess I don't take criticism very well . But I mean , I've had one day of work on this and two conversations about what's missing in my performance .","6","en"
"I guess I'm afraid you'll find me out .","6","en"
"I guess I'm just exhausted .","6","en"
"I guess one gets the face one deserves .","6","en"
"I guess she doesn't have nowhere else to go .","6","en"
"I guess she's gone for good .","6","en"
"I guess this is my last season .","6","en"
"I guess this must seem pretty pathetic to a guy like you .","6","en"
"I guess we're all trying to prove something to ourselves .","6","en"
"I had no right to put you through all that .","6","en"
"I had to sweat blood to get that .","6","en"
"I hadn't heard . I'm sorry .","6, 7","en"
"I hadn't the heart to warn her .","6","en"
"I hate my life .","6","en"
"I hate myself for not using cutaways .","6","en"
"I hated to do anything that might get you into trouble .","6","en"
"I have all this money , and no dress .","6","en"
"I have but one life ... and that life is all too short for me to fulfill that destiny .","6","en"
"I have no close folks .","6","en"
"I have no idea what to do .","6","en"
"I have to kill people to live .","6","en"
"I have to live every single day of my life now with everything that's happened to me .","6","en"
"I have to spend half my life waiting for these time clocks to open .","6","en"
