"text","labels","lang"
"Joudun tunnustamaan, että sängyssäni oli yöllä mies.","4, 6","fi"
"Niin kaunis morsian...","5","fi"
"Se tutkittiin Scotland Yardin laboratoriossa. Siitä löydettiin pieniä määriä strykniiniä.","9","fi"
"We've a strong feeling about this.","9","en"
"This is absurd .","7","en"
"Kun sinunlaisesi ylimielinen sakemanni on ampumalinjalla.","1, 3","fi"
"Yritän lukea, kulta.","1","fi"
"You're not driving , are you ?","4","en"
"Do we look like people that are capable of committing a crime ?","8","en"
"Et jätä minulle vaihtoehtoja, herrani.","1, 3","fi"
"Se sujui liukkaammin kuin...","9","fi"
"Minun mielestäni se on täysin mahdollista.","8","fi"
"There's no happiness like it .","5","en"
"Entä minun ehdotukseni?","6","fi"
"Though you may think you're having fun now you only hurt the one you love .","6","en"
"Hän pääsee kuin koira veräjästä.","9","fi"
"Explain yourself .","1","en"
"March 5 1944.","9","en"
"Hey [PERSON] , let's introduce everybody to [PERSON] tonight .","2","en"
"Are you saying you're insane ? Is that your defense ? - Plus she took a lot of prescription medicine .","1","en"
"Yes , but if we can't , we lose [LOCATION] .","8","en"
"Meidän täytyy saada kaikki fantasialaiset auttamaan!","2","fi"
"Löysittekö kaikkien juttujen kansiot?","2","fi"
"If you want Mr. [PERSON] to leave this house alive you must convince him you're healthy and happy .","1","en"
"I'll ... bet the size of the pot .","8","en"
"Me kaikki kasvoimme niissä.","9","fi"
"Well , that wasn't very nice .","7","en"
"In a roundabout way.","9","en"
"Here . . euros .","8","en"
"Yes. - Message for you sir.","9","en"
"Alan kyllästyä väärin suunnattuun ihailuusi.","3","fi"
"The boy won't give me the eagle .","1, 7","en"
"Vesiposti.","9","fi"
"Luulin sinun sanoneen että herra Texador oli naimaton.","9","fi"
"Olit riutunut ja ehtynyt.","6","fi"
"Minun pitäisi sanoa ei.","4, 6, 7","fi"
"What you got on me Kid?","9","en"
"Listen , you son of a bitch .","1","en"
"I just got married.","9","en"
"Se on pakko tarkoittaa järven huvimajaa.","2","fi"
" Never let them see you ache. That's what Mr. Mayer used to say.","9","en"
"Don't listen! So you had 2 choices.","9","en"
"He'll never leave [LOCATION] . Then let him stay .","1","en"
"Would you really wear a thing like that ?","3, 6, 7","en"
"He's waiting for you .","2","en"
"Antaisin sinulle töitä, jos voisin.","8","fi"
"En vakoillut häntä.","9","fi"
"You ain't very friendly , are you ?","1","en"
"Oh.","9","en"
"What's got into you ?","1, 7","en"
"Lukeeko kyltissä pikatie?","9","fi"
"Kuulkaa eversti, meillä ei ole paljon aikaa.","4","fi"
"Oletko valmis?","9","fi"
"Miksi sitä sanotaan?","9","fi"
"Why did you shoot him ?","7","en"
"Onko käsivaihteisto sinulle tuttu?","9","fi"
"Why do guys always know how to hit a woman right across the cheek , wham , and it feels like your eye is going to explode ?","3, 6","en"
"Pakettiauto vie sinut Keskellä päivää -kuvaukseesi.","2","fi"
"Olet myöhässä.","1, 3","fi"
"Mitä?","9","fi"
"To tell you the truth , [LOCATION] frightens me .","4","en"
"Minä hoidan tämän.","8","fi"
"Heitä on vaikea päihittää.","4","fi"
"It's for you .","8, 5","en"
"And it's the truth , of course .","8","en"
"And two seats to the inauguration.","9","en"
"Three pictures one right after another.","9","en"
"Anna kaksi dollaria ylimääräistä minun hermostuttamisestani.","1","fi"
"Onko kukaan kiittänyt?","2","fi"
"Without the ring , there will be no sacrifice , without the sacrifice , no congregation .","8","en"
"I went off because I gained like six pounds ,","6","en"
"That is very interesting , mon ami .","2","en"
"What?","9","en"
"Lupaan.","9","fi"
"I want you to get some sleep tonight .","8","en"
"How do you do?","9","en"
"We'll talk soon.","9","en"
"Luulin että emme koske huumeisiin.","3, 4","fi"
"She's dying .","6","en"
"Et saa tulla tänne!","1, 3","fi"
"She's won and I've lost .","6","en"
"Hän poltti sinua.","1, 3","fi"
"En tiedä.","9","fi"
"You can't use any of it?","9","en"
"Fuck , he's not dead !","7","en"
"Tommy Gunn on opiskellut Rocky Balboan tyyliä niin hyvin että lehdistö kutsuu häntä Klooniottelijaksi.","8","fi"
"Minkä?","9","fi"
"Se on vain valokuva.","9","fi"
"Yeah let's go a little while.","9","en"
"I want my million .","2","en"
"What about the others?","9","en"
"Pakotit minut muistamaan asioita, jotka olin unohtanut.","7","fi"
"Joskus uneksin että käyn luonanne.","2, 5, 6","fi"
"Perfect .","8, 5","en"
"Herra auttaa niitä jotka auttavat itseään.","9","fi"
"Ei ikinä.","9","fi"
"Make you mighty happy , I bet ya .","5","en"
"Tiedätkö, että olin hetken ajan huolissani?","4","fi"
"Käsittely on päättynyt.","9","fi"
"Emme pidä itseämme naisina.","9","fi"
"Come on . I want to dance .","5","en"
"It's late.","9","en"
"Heitän mieluummin lusikan nurkkaan.","6","fi"
"I took care of the passports.","9","en"
"I didn't like this boy to begin with , but no man that wasn't sincere could stage a fight like this against all odds .","3","en"
"Tú también, senkin paskiainen!","1, 2","fi"
"It's Francis.","9","en"
"I want to tell you something .","8","en"
"I know exactly where I am .","3","en"
"Herra Inglethorp ottaa varmaan kahvia Cynthia?","9","fi"
"Carolynin nimen ja... Sen köysitouhun kanssa.","3","fi"
"They're watching us .","4","en"
"I hate this frigging place .","1","en"
"Enkö ansaitse parempaa kohtaloa?","6","fi"
"Yeah , she'll wind up fat , alcoholic and miserable .","3","en"
"You didn't put anything for job history.","9","en"
"On vaikeaa kun on vain nykyaika.","6","fi"
"Junior!","9","fi"
"Joo, hyvä idea.","8","fi"
"Lisbon.","9","en"
"Älä liiku! Liiku!","9","fi"
"Rakas, lahjasi saapui juuri.","2","fi"
"But you'll need to have a reason to be here.","9","en"
"Mr. Koreander?","9","en"
"että hän oli pappi?","7","fi"
"Olisi parempi ettette tapaisi.","8, 4","fi"
"Paskat!","1, 2, 3","fi"
"Take this.","9","en"
"Tämä on suurin koskaan näkemäni poliisiauto.","7","fi"
"Arnie?","9","en"
"Olet hullu.","1, 3","fi"
"Like lighting a delicious cigarette.","9","en"
"They've got... somebody else on the train besides the two guys.","9","en"
"There's no need for that.","9","en"
"You go expecting these things to happen and they do .","7","en"
"Siinä ei ole sinistä.","9","fi"
"Ihmeellistä, hyvä mies.","5","fi"
"The purpose of the regatta , of course ... is we're hoping to raise about $ 20,000 , for my campaign .","2","en"
"Take over here Jimmy.","9","en"
"I was a child.","9","en"
"Come on Ned.","9","en"
"Älä anna hänen määräillä sinua!","1","fi"
"Älkäähän nyt.","9","fi"
"Hän on aikamoinen tyyppi.","9","fi"
"Self - experimentation is against the rules of good research .","3","en"
"Just a friendly place to have a beer .","5","en"
"Haluaisin tietää, miksi minut ammutaan.","4","fi"
"C'mon [PERSON] , hurry !","1","en"
"But there is a great deal of evidence that they are concerned with our hostility .","4, 7","en"
"Yritetään kaupallista reittiä.","9","fi"
"Se häikäisi minua.","7","fi"
"Luisito. Luisito?","9","fi"
"Rosvotko?","9","fi"
"22 0. Missä rahat ovat?","9","fi"
"I wish I were free tonight .","6","en"
"Hän odottaa toista bussia.","9","fi"
"Stay cool.","9","en"
"Se on mieheni hius.","9","fi"
"A high-priority item... Was the analysis of fingerprints found in Ms. Polhemus' apartment.","9","en"
"Nothing is guaranteed .","4","en"
"Sitten todistat ja palaamme takaisin.","9","fi"
"Listen , I got an idea .","2","en"
"Eikö palannut?","9","fi"
"Elin vuosia matadorien kanssa ja opin kaiken turvallisuudesta.","1","fi"
"I'm counting that's one.","9","en"
"What is it ?","2, 4, 7","en"
"Why the sudden change of heart ?","2, 7","en"
"Se on täällä.","9","fi"
"Tekeekö hän testejä?","9","fi"
"The bar's closed.","9","en"
"Oletpa sinä hauska.","5","fi"
"Hän kyyristeli lammen rannalla ja loikki mudassa - ja äänteli kuin sammakko. Muut nauroivat katketakseen.","5, 7","fi"
"The hostage negotiator's on his way , sir .","2, 4","en"
"I'd say the odds against a successful escape are 100 , to one .","4","en"
"Coffee break.","9","en"
"It adds a few miles to our trip , but somehow I've become a little sentimental .","6","en"
"Kerroin hänelle että sinä menet.","9","fi"
"There's no way you could make them talk . You're dealing with extremists .","2, 6","en"
"Hän riistäytyy irti, iso kusipää noin 130, 135 kiloa...","3","fi"
"You let everyone sit around while you took your petty revenge ?","3","en"
"Astern full it is sir.","9","en"
"My wife went to a lot of trouble .","8, 1, 4, 6","en"
"Leona you OK?","9","en"
"Yes very appropriate.","9","en"
"30 vuotta tässä pirun toimistossa.","9","fi"
"Näytetään sulle koko paikka.","2","fi"
"Sinä pidättelet vähän liikaa.","5","fi"
"Ei tällainen pelleily voi jatkua.","1","fi"
"Milloin sä olet alkanut polttaa?","9","fi"
"Tule nyt!","1","fi"
"No...","9","fi"
"Kuten näet Jennings, sairaslistalla olemisessa on tiettyjä etuuksia.","5","fi"
"I'm saved !","5","en"
"Katso mihin astut.","9","fi"
"She's not a spy .","8","en"
"Ei.","9","fi"
"God , he is a tough old bird .","7","en"
"He lähettivät sinut viemään minut.","9","fi"
"Ihmiset ovat mykkiä.","3","fi"
"Soon we will expand from city to city .","2","en"
"I don't feel so good .","6","en"
"I need a lift home .","8","en"
"Omani...","9","fi"
"Olemmehan loppujen lopuksi samanlaisia.","9","fi"
"Stag movies?","9","en"
"You wanted to find out who I'm working with .","2","en"
"When did you last see Eben son?","9","en"
"Rouva Balboa?","9","fi"
"Ei sinun tarvitse selittää minulle tärkeistä asioista.","3","fi"
"Kyllä vain mon ami.","9","fi"
"Please , give me one more minute !","4, 6","en"
"I'm gonna take him back to the orphanage .","3","en"
"Siis mitä sinä puuhaat?","1, 4","fi"
"Put it on .","1, 2","en"
"Luulin, että olen immuuni elokuvatähdille, mutta olen halunnut sinut siitä lähtien, kun näin sinut elokuvissa.","8","fi"
"You look like an honest man .","8","en"
"Olet vahvempi kuin tajuatkaan.","8","fi"
"Hän sai minut kohtaamaan jälleen painajaiseni kasvotusten.","9","fi"
"Avaa hameeni. - Heti.","2","fi"
"He's with them .","1","en"
"Johtokunta haluaa nämä raportit.","2","fi"
"Thanks Kid.","9","en"
"I got shoes . Wan na see ?","2","en"
"[PERSON]'d be so disappointed if you weren't surprised .","6","en"
"Sanon että hei herra Calabrese älkää hermostuttako minua.","9","fi"
"Yes.","9","en"
"Take me out . Help me !","4","en"
"Minä olisin nähnyt sen.","9","fi"
"Niinkin voi sanoa.","9","fi"
"Come on , get up .","1","en"
"You're getting the deluxe treatment .","5","en"
"Ja hyvä sellainen.","5","fi"
"Every weekend.","9","en"
"Minun mielestäni on aika pysäyttää tämä vitsaus.","9","fi"
"God save the United States and this honorable court.","9","en"
"Erotuomari kutsuu molemmat ottelijat keskelle.","9","fi"
"Jos Yuet Chi olisi nähnyt sinut alasti kanssani, - sitä olisi ollut vaikea selittää, vaikka olisinkin mestari Chu Kot.","3, 6","fi"
"It's business we're talking about here.","9","en"
"Haluan näyttää sinulle jotain.","2","fi"
"Kiitos ateriasta.","8, 5","fi"
"Right away .","2","en"
"I do not think that's important , right ?","3","en"
"Olen nostanut kahdeksan rikoskannetta.","9","fi"
"He wants me to stay the whole week.","9","en"
"Come on ! Let's go !","2","en"
"Why don't you just let us get on with our job ?","1","en"
"Olipa ottelu.","5, 7","fi"
"Tiedän, että olet mukana hämäräperäisissä puuhissa.","3","fi"
"Hän tuli perässäni pidellen asetta kummallakin kädellä.","4","fi"
"Vierailunne on ollut suuri ilo, herra kenraali.","5","fi"
"I'll make [LOCATION] look like a little place where the monks live .","1, 3","en"
"Kerroin poliisille vain, mitä näin.","8","fi"
"Tarvitsette aseita, kaikki teistä.","2, 4","fi"
"Nyt riittää!","1","fi"
"You look real nice in that ribbon .","5","en"
"All right , fine . Let's do it .","8","en"
"This is my friend Aretha. -Hi and bye.","9","en"
"And given your background , I'm sure you can figure it out .","8, 3","en"
"[PERSON] , are you okay ?","4","en"
"Minun olisi pitänyt väistää.","9","fi"
"Anteeksi.","9","fi"
"This is a poacher's trap and you're a poacher.","9","en"
"Mr. [PERSON] wants to know how come he don't know you .","5, 7","en"
"Then , you still believed you could make a difference .","6","en"
"No way [PERSON] is going to talk me into cutting celery again .","1","en"
"Maybe.","9","en"
"Pitäisikö minun ruokkia muukalaista?","3","fi"
"We'll work beautifully together .","5","en"
"This is too weird .","3","en"
"In a way.","9","en"
"Arvaa, kuka tulee syömään.","2","fi"
"Hän on tärähtänyt.","3","fi"
"Kerrohan, missä äiti ja ne pienet munat ovat.","4, 7","fi"
"How did you do that ?","7","en"
"Onko perusongelma siis se, että olen yhä kuvioissa?","1","fi"
"En oikein pidä Englantilaisista kapakoista.","3","fi"
"Is there a number?","9","en"
"It's great .","5","en"
"Olet pidätetty nappulaliigan huijauskeräyksestä ja asetan sinut syytteeseen oikealla nimelläsi!","9","fi"
"Hey mail from the boat.","9","en"
"He only answered to his name.","9","en"
"Pidä heitä silmällä. He tarvitsevat Sinua.","9","fi"
"I hate that cheap little bastard .","3","en"
"As you can see , I'm being relieved of command .","1, 2, 6","en"
"You're doing all right .","8","en"
"Mutta se on Päättymätön Tarina olen jo lukenut sen!","9","fi"
"I don't know what's going on but I know it's not a prison break.","9","en"
"And denied .","6","en"
"I wan na know whose idea it was to have children .","3","en"
"Luulin sinua Hsiao Tsingiksi.","9","fi"
"Yritin ainakin.","9","fi"
"Now , then I find myself in [LOCATION] with no money .","6","en"
"Pelkäsin, että Hans Bergmann olisi varastanut salkun.","4","fi"
"The blade sharpened?","9","en"
"Resume speed at 50 fathoms.","9","en"
"But I'm her spiritual adviser .","7","en"
"I've got to get a contract signed .","2","en"
"Oh , shit , he's here .","4","en"
"If it's more important than golf , go ahead .","2","en"
"They refused to even participate.","9","en"
"It doesn't fear my incantations !","4","en"
"Oh , I just don't think I'm gonna have the time for it .","6","en"
"Mä voitin.","9","fi"
"That's why we both survived.","9","en"
"Kuningas luottaa häneen niin. Veruan kreivi on niin uskollinen. Ja epäitsekäs.","8, 5","fi"
"Maybe he's got the flu or something","6","en"
"I would want no one else .","8, 2, 5","en"
"You get your ass over there , Gate .","1","en"
"You can't do that to him .","1","en"
"As soon as we finish a little business here we'll drop you at the nearest bus.","9","en"
"I love those guys .","5","en"
"Olen nimittäin ainut lapsi.","9","fi"
"En osaa sanoa.","9","fi"
"For the next two weeks.","9","en"
"Katso, eikä hän olekin upea?","5","fi"
"This is Laura Gering of the CIA.","9","en"
"You've had your trial .","4","en"
"Sinun pitäisi...","1, 2","fi"
"En voi lähteä täältä.","9","fi"
"Kuka tietää.","9","fi"
"Hekö veivät sen, jossa on kaulus?","6","fi"
"En kertonut mitään, koska tämän piti olla lapsille yllätys.","6","fi"
"Go !","1, 2, 4","en"
"Mutta hei puhuisitko pojan kanssa?","9","fi"
"Oh , no . That won't do .","1, 3","en"
"On upeaa palata kotiin.","5","fi"
"Get back here !","1, 2","en"
"Jätin sotilasuran.","9","fi"
"But when men who aren't actually there have intercourse with you , it is time to see a good psychiatrist .","4","en"
"Muista ajaa rajoitusten mukaan.","9","fi"
"Read it.","9","en"
"Käykö George Brewster täällä?","9","fi"
"There's no Santa Claus.","9","en"
"Imagotekijä ei voisi olla parempi.","8, 5","fi"
"Näin sitä mennään.","9","fi"
"Minulla ei ole aikaa tähän.","9","fi"
"Voi vittu!","1, 3","fi"
"Hän repi puhelimia seinästä ja virtsasi pöydille.","1, 3","fi"
"He's capable of giving this administration an enormous amount of grief .","1, 3, 6","en"
"So how did she get away?","9","en"
"Sanoit että huusit kun pääsi pantiin siihen.","9","fi"
"We're old friends .","8","en"
"All you have to do is be our pal .","8","en"
"Something about your mother .","7","en"
"You want what you want when you want it .","3","en"
"Minulla on jotain, joka kuuluu sinulle.","8","fi"
"You think so ?","7","en"
"Hän luulee sinua aaveeksi.","9","fi"
"Haluaisin puhua...","2","fi"
"Miten menee?","9","fi"
"She flipped and tried to kill herself .","6, 7","en"
"Soitin isäpuolesi lakimiehelle Samuel Stonelle.","9","fi"
"We'll consider it.","9","en"
"Nähdään myöhemmin.","9","fi"
"Montako kertaa minun pitää sanoa se?","1","fi"
"Nimbly on nimi ja kiertueopas on titteli.","9","fi"
"Et jää tänne etkä ota minua mukaasi.","6","fi"
"Tämähän on ensiapupoli?","9","fi"
"Hei Paulie mitä cojones on?","9","fi"
"Ei Cameron. Hän on tottunut kauniisiin saariin.","9","fi"
"We got all that stuff.","9","en"
"Mitä hän oikein myy?","2","fi"
"Odotan sitä innokkaasti, sir.","2, 5","fi"
